19,-1
0
35,-2
12,-2,1,-1
13,-2,1,3
49,-2,2
59,-3,3
40,-1,2
50,3
53,2,-2
15,-3,-1
45,-3
8,3,-3,3
24,1,-1
9,-1,2,-2
13,-2,2,-2
0,-3,3,-2
1,-3,-1,2
7,-3,-1,1
17,-2,1
67,2
1,1,3
41,1
9,2,-3
23,3,-3
5,3,-2
6,3,-2,2
11,2,-2,2
0,2,-2,1
1,1,-1,1
2,-3,3,-3
11,-2,2,-3
4,-1,1,-1
0,3,-3,-1
0,-1,1,3
3,-1,1
0,2,-3,3
