63,-1
0
38,2
6,2,-2,2
61,-3,3
88,-2
9,-2,2,-2
1,-2,1,-1
7,-2,1,3
48,2,-2
13,1,-1
2,2,-2,1
48,3
2,3,-3,3
17,1
4,-3,-1,1
28,-2,1
53,-2,2
1,-3,-1
75,-3
8,1,-1,2
27,-1,2
8,-3,3,-3
0,2,-3,-1
4,3,-3,-1
21,3,-3
6,-1,1,-1
3,3,-2
6,1,3
5,-1,1,3
0,-3,3,-2
2,1,-1,1
7,-1,2,-2
18,-1,2,-3
2,-2,2,-3
10,-1,1
9,3,-2,2
2,-3,-1,2
