8,-1
0
5,2
7,2,-2,2
2,1,-1,2,-2,2
4,-1,2,-2,2,-2,2
0,-1,1,-1,2,-2,2
1,-1,1,-1,1,-1,2
1,-1,1,3,-2,1,-1,2
1,-1,2,-3,-1,2
2,-1,2,-3,3,-2,2
5,3,-3,3,-2,2
10,-3,3,-2,2
86,1,-1
2,1,-1,1,-1
7,2,-2,1,-1
31,2,-2,2,-2
11,2,-3,-1
1,1,3,-3,-1
19,-2,2,-3,-1
11,-2,2,-3,-1,2
0,-3,3,-3,-1,2
0,-3,3,-3,3,-2,2
1,-3,3,-3,3
128,2,-2
58,-2,2,-2
0,-1,2,-2
3,-1,1,-1
4,-1,2,-2,1,-1
4,-1,2,-2,2,-2
1,-1,1,-1,2,-2
0,-1,1,3,-2
2,3,-2
1,3,-2,1
2,3,-3
10,2,-3,3,-2
0,1,3,-3,3,-2
21,-2,2,-3,3,-2
0,-2,2,-3,3,-3,-1
3,-2,2,-3,3
12,-3,3
29,-2,1,-1
17,-2,1,3,-2
20,-2,2,-2,1
2,-2,2,-3
10,-2,2,-2,2,-2
6,-2,2,-2,2,-2,2
0,-2,2,-2,1,-1,2
0,-2,2,-3,-1,2,-2,2
9,-2,2,-3,3,-2,2
27,-2
0,3,-3,3
8,-2,2
6,-3
18,1,3,-2
1,2,-3,3,-2,2
1,-2,2,-3,3,-2,1
2,-2,2,-3,3,-3,-1,1
7,-3,3,-3
13,-2,2,-2,1,-1
26,-2,2,-2,2
2,-2,2,-3,3,-3
5,-2,1,3,-3,-1
1,-3,-1
0,-3,-1,1
9,-2,1
2,-2,1,-1,2
1,-1,1,-1,2
6,-1,1,-1,1
4,-2,1,-1,1
0,-2,1,3,-2,2,-2
0,-2,1,3,-2,1,-1
0,-2,2,-3,-1,1,-1
9,-2,1,3,-2,2
1,-2,1,3,-3,-1,2
1,-2,2,-2,2,-3,-1
2,1,3,-2,2
2,1,-1,2
4,-1,2,-3,-1
1,-1,2,-3,-1,1
1,-1,2,-3,3,-2,1
6,3,-3,3,-2,1
1,3,-3,3,-3
0,2,-2,1,3,-2
0,2,-2,1,-1,2
4,2,-2,1,-1,1
0,2,-2,1,3,-2,1
1,2,-3,3,-3,3,-2,1
2,-3,3,-2,1
2,-3,3,-3,-1,1
1,3,-2,2
0,3
10,2,-2,1
1,-2,2,-3,-1,1
5,-1,1,3,-2,1
7,-1,2,-2,1
1,1
0,-2,1,-1,2,-3
1,-2,2,-3,-1,2,-3
3,-2,2,-2,1,3,-2
1,-2,2,-2,2,-3,-1,2
1,-2,1,3
1,3,-3,3,-2
1,-1,2
0,1,-1,1
1,1,-1,1,-1,1
2,-2,1,-1,1,-1,1
2,-2,1,-1,1,3,-2,1
1,-2,1,3,-2,1
0,-2,1,3,-3
1,-1,1,3,-3,-1
1,-1,1,3,-3,-1,2
0,3,-3,-1,2
5,-3,3,-2
1,1,-1,2,-2
