1,-1
0
80,1,-1
30,2,-2,1,-1
4,1,-1,1,-1
9,-2,2,-2,1,-1
12,-2,2,-2,2,-2
5,-2,2,-2,1,-1,2
6,-2,2
1,1
22,2,-2,1
0,1,-1,1
9,1,-1,2,-2,1
0,-2,1,-1,2,-2,1
5,-2,1
11,-3
26,-2
22,-2,2,-2,2
11,-2,2,-3,-1,2
2,-2,1,-1,2
153,2,-2
34,-2,2,-2
14,-2,1,3,-2
5,-2,1,3,-2,2
2,-3,3,-2,1
0,-3,-1,1
3,-2,2,-3,3,-2,2
0,-2,1,3,-3,3
15,-3,3
3,2
28,2,-2,2
7,2,-2,2,-2,2
8,-2,2,-2,2,-2,2
21,2,-2,2,-2
10,-1,2,-2,2,-2
3,-1,2,-2,2,-2,2
8,-1,2,-2,2
2,-1,2,-3,3
2,3,-3,3
18,-2,1,-1
4,-2,1,-1,1
2,-2,2,-3
14,2,-3,-1
6,2,-3,-1,2
2,-1,2,-3,-1,2
1,-1,1,-1,2
0,3,-3,-1,2
2,3
11,-2,2,-2,1
7,-2,1,3,-2,1
2,-2,1,3,-3
5,-2,1,3
2,-2,2,-3,-1
0,-3,-1,2
0,1,3,-2,1
1,-2,1,3,-2,2,-2,1
2,-2,2,-2,2,-2,1
0,-2,2,-2,1,-1,1
10,-2,2,-3,-1,1
1,-1,2
2,-1,2,-2
3,-1,1,-1
0,-1,2,-3,-1,2,-2,2
1,2,-2,2,-2,1
6,1,-1,2,-2
1,1,-1,1,-1,2
3,1,-1,1,-1,1
0,1,3,-3,-1,1
1,-2,1,3,-3,-1,1
1,-2,2,-3,3,-3,-1,1
1,-3,3,-3
2,2,-2,1,-1,2
2,2,-3,3
0,-2,2,-3,3
6,1,-1,2
3,-2,1,-1,2,-2
1,-2,2,-3,3,-2
2,-3,3,-2,2
4,-2,1,-1,1,-1
0,-1,2,-2,1,-1,2
5,1,3,-3,-1
10,1,3,-2
0,2,-2,2,-3,-1
0,1,-1,1,3,-2
0,3,-2
1,3,-3,3,-2
0,3,-3,3,-3,-1,2
0,3,-3,3,-3,3
1,1,3
1,1,3,-2,2
0,-2,1,3,-3,-1,2
0,2,-3,-1,1
0,-2,2,-2,2,-3,-1,2
